key|S_Kr|S_Jp
129150|이젠 완전 이 세계 사람이 되어버렸어.|今は完全が世界人になってしまった。
129151|오늘은 왠지 좋은 일이 있을 것 같아요.|今日はなぜか良いことがありそうです。
129152|오늘도 제 노래가 듣고 싶으셨나요?|今日も私の歌が聞きたかったのですか?
129153|이젠 완전히 이 세계에 적응해 버린 느낌이에요.|今は完全にこの世界に適応してしまった感じです。
129154|뭔가 이 부대는 떠들썩한 분위기네?|何かこの部隊は沸きかえった雰囲気だね?
129155|오늘은 빨리 왔네? 이 누나가 보고 싶었던 걸까나?|今日ははやくきたよ? この姉が見たかったかけるうかな?
129156|요즘 널 보면 가슴이 막 떨려… 나 무슨 병에 걸린 걸까?|この頃お前を見れば胸がちょうど震えて…や何か病気にかかったのか?
129157|여신의 키스는 상당히 자유로운 분위기네요?|与信（女神）のキスは非常に自由な雰囲気ですね?
129158|오늘은 어디로 출동하시나요? 물론 저도 데려가실 거죠?|今日はどこに出動されるのですか? もちろん私も連れていかれるのでしょう?
129159|요즘은 완전히 여신의 키스 대원이 된 것 같아요.|この頃は完全に与信（女神）のキス隊員になったようです。
129160|여신의 키스에는 왜 여자 밖에 없는 거야? 사령관?|男が部隊にいるということが何か新鮮ですね...
129161|사령관! 오늘은 무슨 운동을 할까?|司令官様今日はどんな運動をしますか？
129162|요즘은 사령관이랑 운동하려고 나오는 것 같아! 하하!|この頃は司令官様と運動するのがとても楽しいです。
129163|이 부대는 왜 여자들만 이렇게 많은 거야?|この部隊はなぜ女たちだけこのように多いの？
129164|오늘은 어디로 가? 나탈리아도 출격하는 거지?|今日はどこへ行く？ ナタリーも出撃するんだろう?
129165|요, 요즘 자꾸 사령관이 눈에 밟히네… 기, 기다리고 있던 건 아니니까! 오해하지마!|要、この頃度々司令官が目にありありと浮かぶよ…期、待っていたのではないから! 誤解するな!
129166|이 부대는 참 지저분하네요~ 청소하는 보람이 있겠어요.|この部隊は本当に汚らしいですね～清掃するやりがいがあります。
129167|오늘은 다같이 대청소하는 건 어떨까요, 사령관님?|今日は皆一緒に大掃除するのはどうでしょう、司令官様?
129168|요즘 사령관의 방에 들어서면 이상한 기분이 들어요.|この頃司令官の部屋に入ればおかしな気がします。
129169|사령관님. 오늘의 임무는 뭔가요?|Commander, what's the mission today?
129170|흐~음? 제대로 출근하셨네요?|Hm..? So you did come to work today?
129171|늦으셨네요. 제가 별로 뭐 보고 싶지 않으셨나 봐요?|You're a little late today, didn't you miss me?
129172|왔어? 다른 애들은?|How about some cleaning time with everyone, Commander?
129173|자, 자 얼른 훈련 시작하자고! 같이 뛰어줄 거지?|I get strange feelings when I go into your room, Commander
129174|오, 오늘은 왜 이렇게 늦게 온 거야! 기다렸잖아….|This squad is really messy~ I should start cleaning things up.
129175|리더! 같이 순찰 나가실래요?|Commander, would you like to go on patrol with me?
129176|리더! 오늘은 어떤 파렴치한 범죄자를 잡을까요?|Commander! what despicable criminal shall we arrest today?
129177|리더! 오늘도 저와… 아! 오, 오해하지 말아주세요! 혼자 있기 싫어서 그런 거에요!!|Commander! Will you..do with...me..Ah! don't get me wrong, I just didn't want to be alone!
129178|날 기다리게 하다니 배짱 좋은걸?|So you made me waiting for you? That was bold!
129179|날 보러 온 거야? 기특하기도 하지…|You came to see me?...How thoughtful...
129180|당신은 날 기다리게 할 수 있는 유일한 남자야.|You're the only man who I can wait for...
129181|아… 안녕하세요. 리더…|h....Hellow..Commander..
129182|늘 신경 써 주셔서 고마워요.|Thank you for always looking out for me.
129183|리더에게는 나도 모르게 어리광을 부리게 돼요.|I tend to feel like a little girl when I'm around you..
129184|사령관, 피를 1L 정도 뽑아도 될까? 연구에 쓰고 싶어서 말이야.|Commander, would you mind if I take just 1 litre of your blood? I really want to research on it.
129185|...바쁘지 않다면 내 연구 좀 도와주지 않겠어?|...Would you like to help me in my lab, if you're not busy?
129186|…사령관, 오늘도 같이 있어 줄건가?|...Commander, will you stay with me today?
129187|어서와요. 리더. 어디 아픈 덴 없는 거죠?|Come on, Commander. Are you hurt?
129188|리더~ 오늘도 내 주사 맞으러 온 거야?|Commander~ Did you come to get a shot?
129189|리더! 나 이젠 리더만 기다리고 있는 거 알아?|Commander! I only wait for you now, did you know?
129190|어서오세요, 사령관님! 임무 시작입니까?|Welcome, Commander! So, is it time for our mission?
129191|오늘도 열심히 세계를 구하러 가죠! 사령관님!|Lets go save the world for another day!~ Commander!
129192|오늘도 사령관님과 함께 있게 되는 거군요! 조금… 기쁩니다!|I'm... happy, being able to stand beside you.
130001|오늘 할일을 내일로 미루면 안돼요.|今日することを明日に先送りしてはいけません。
130002|일일 미션 {0}개 남음|残りデイリーミッション{0}個
130003|예비 파일럿들이 사령관님을 기다리고 있습니다.|予備パイロットたちが司令官様を待っています。
130004|{0} 후 1명의 파일럿 영입대기 해제|{0}後、1人のパイロットスカウト待機解除
130005|새로운 예비 파일럿들 만나 보셨나요?|新しい予備パイロットたちにあってみましたか？
130006|영입 가능 파일럿 목록 변경|スカウト可能パイロットリスト変更
130007|사령관님도 신상을 좋아하시나요?|司令官様も新商品がお好きですか？
130008|상점 판매 아이템 변경|交換所販売アイテム変更
130009|탐사 이벤트가 시작되었습니다!|探査イベントが始まりました！
130010|{0} 후 이벤트 종료|{0}後イベント終了
130011|토벌 이벤트가 시작되었습니다!|討伐イベントが始まりました！
130012|{0} 후 이벤트 종료|{0}後イベント終了
130013|쟁탈전에 파견할 부대는 확인 하셨나요?|争奪戦に派遣する部隊は確認されましたか？
130014|{0} 후 쟁탈전 시작|{0}後争奪戦開始
130015|연합원들이 쟁탈전에서 기다리고 있습니다!|連合メンバーが争奪戦で待っています！
130016|{0} 후 쟁탈전 종료|{0}後争奪戦終了
130017|고지를 점령할 준비는 되셨나요?|高地を占領する準備はできました？
130018|{0} 후 점령전 시작|{0}後占領戦開始
130019|어서 출전 명령을 내려 주세요!|はやく出場命令を下してください！
130020|{0} 후 점령전 종료|{0}後占領戦終了
130021|보스 전장 순위는 만족 하시나요?|ボスバトル順位には満足していますか？
130022|{0} 후 보스 전장 순위 초기화|{0}後ボスバトル順位初期化
130023|결투장 순위는 만족 하시나요?|アリーナ順位には満足していますか？
130024|{0} 후 결투장 순위 초기화|{0}後アリーナ順位初期化
140001|별 {0}개를 모으면 획득 가능!!|★{0}個を集めれば獲得可能！！
140002|{0} 획득 가능!|{0}獲得可能！
200001|등급 업그레이드 효과|アップグレード効果
200002|※이전 LV에도 적용됩니다.|昇級により成長率がアップしました\n※現在のレベルに成長率が加算されます
210001|공격력 증가치|攻撃力成長率
210002|방어력 증가치|防御力成長率
210003|행운 증가치|回避成長率
210004|체력 증가치|HP成長率
210005|명중 증가치|命中成長率
300001|현재 총알|現在の弾薬
300002|현재 스킬 포인트|現在のスキルポイント
300003|현재 {0} 데이트 중 ~|ただ今{0}デート中～
300004|{0}의 선물|{0}のプレゼント
300005|데이트 시간 인증 실패|デートの時間認証失敗
300006|데이트 시간이 정확하지 않아 선물을 받을 수 없습니다.\n정상적인 방법으로 진행해 주세요.|デートの時間が正確ではないため、プレゼントを受け取れませんでした。\nもう一度お試しください。
300007|상자 위에 숫자를 입력해주세요.|箱の上に数字を入力してください。
301001|전투통계|戦闘詳細
301002|적군 피해|攻撃レコード
301003|피해 무시|防御レコード
301004|아군 회복|回復レコード
301005|최고의\n적군 피해|攻撃\nMVP
301006|최고의\n피해 무시|防御\nMVP
301007|최고의\n아군 회복|回復\nMVP
301008|교환|交換
301009|기본 코스튬|基本コスチューム
800101|2월 26일|2月26日
800102|B형|B型
800103|165cm|165cm
800104|B84-W58-H84|B84-W58-H84
800105|독서, 셀카 찍기|読書、自撮り
800106|실수를 반복하는 것|ミスを繰り返すこと
800107|파르페|パフェ
800108|오빠 같은 사람|兄のような人
800109|첫사랑이 오빠였다는 것|初恋が兄だったこと
800110|50kg|50kg
800111|孤児院院長|孤児院院長
800112|兄の遺品|兄の遺品
800201|1월 18일|1月18日
800202|A형|A型
800203|162cm|162cm
800204|B80-W56-H80|B80-W56-H80
800205|인형|人形
800206|예쁘지 않은 교복|かわいくない制服
800207|너무 많아 특정할 수 없음|多すぎて特定できない
800208|상냥하고 맛있는 걸 많이 사주는 사람|やさしくて美味しいものをたくさん買ってくれる人
800209|학창 생활에 미련이 있다는 것|学園生活にまだ未練がある
800210|47kg|47kg
800211|主人公の恋人|主人公の恋人
800212|お母さんにもらった人形|お母さんにもらった人形
800301|1월 1일|1月1日
800302|AB형|AB型
800303|165cm|165cm
800304|B80-W56-H80|B80-W56-H80
800305|돈, KPOP|お金、KPOP
800306|가난|貧乏
800307|샤오룽바오|小籠包
800308|언제나 신뢰할 수 있는 정직한 사람|信頼できる、正直な人
800309|숫자에 대한 심한 강박증|金にがめつい
800310|48kg|48kg
800311|リウレン・インダストリーの再建|リウレン・インダストリーの再建
800312|傭兵時代から愛用しているスナイパーライフル|傭兵時代から愛用しているスナイパーライフル
800401|12월 25일|12月25日
800402|O형|O型
800403|145cm|145cm
800404|B70-W51-H73|B70-W51-H73
800405|요리|料理。作るのも食べるのも。
800406|주근깨|そばかす
800407|햄버거|ハンバーガー
800408|자신을 평범하게 대해주는 사람|自然体で接してくれる人
800409|남몰래 모으고 있는 오래된 장난감|近所の子供を集めて、草野球チームを作っている
800410|40kg|40kg
800411|お嫁さん。子供は2人。|お嫁さん。子供は2人。
800412|父からもらった帽子|父からもらった帽子
800501|8월 7일|8月7日
800502|AB형|AB型
800503|165cm|165cm
800504|B82-W59-H81|B82-W59-H81
800505|총, 요리|銃、料理
800506|어린아이 취급 받는 것|子供扱いされる事
800507|리프 기지 식당의 모든 메뉴|R.E.A.P基地食堂の全メニュー
800508|동화 속 기사나 왕자 같은 사람|おとき話の騎士や王子様のような人
800509|어른스러운 속옷을 수집하는 것|大人っぽい下着を収集すること
800510|49kg|49kg
800511|祖国の首相|祖国の首相
800512|魔法少女漫画コレクション|魔法少女漫画コレクション
800601|6월 16일|6月16日
800602|A형|A型
800603|168cm|168cm
800604|B83-W58-H80|B83-W58-H80
800605|메모지, 책, 그림|メモ用紙、スケッチブック、図面
800606|치즈류 전반|チーズ
800607|슈바이네 학센|シュバイネハクセ
800608|자신만을 특별취급해 주는 사람|特別扱いしてくれる人
800609|사령관에 대한 정보를 몰래 메모하는 것|司令官の情報をこっそり集めている
800610|51kg|51kg
800611|画家|画家
800612|両親にもらったネックレス|両親にもらったネックレス
800701|6월 25일|6月25日
800702|O형|O型
800703|160cm|160cm
800704|B79-W59-H81|B79-W59-H81
800705|노래, 연기, 춤|歌、演技、踊り
800706|겉치레|見せかけ
800707|양고기 스테이크|ラムステーキ
800708|듬직하고 의지할 수 있는 사람|頼れる、信頼できる人
800709|최근 방에서 키스 연습을 하고 있다는 것|最近部屋でキスの練習をしている
800710|45kg|45kg
800711|世界最高のスター|世界最高のスター
800712|レッド解放戦線の仲間たちと一緒に撮った写真|レッド解放戦線の仲間たちと一緒に撮った写真
800801|3월 24일|3月24日
800802|A형|A型
800803|165cm|165cm
800804|B90-W58-H86|B90-W58-H86
800805|스토킹, 탐정 놀이|ストッキング、探偵ごっこ
800806|가슴 때문에 놀림 받는 것|おっぱいのサイズでいじられること
800807|컵라면|カップラーメン
800808|홈즈 같이 머리가 좋은 사람|ホームズのように頭が切れる人
800809|추리 게임을 잘 못 한다는 것|推理が苦手
800810|53kg|53kg
800811|有名私立探偵|有名私立探偵
800812|探偵道具セット|探偵道具セット
800901|4월 11일|4月11日
800902|B형|B型
800903|152cm|152cm
800904|B80-W56-H80|B80-W56-H80
800905|돈, 저축|お金、節約
800906|무계획적인 일|予定外のイベント
800907|푸틴 프라이스|プーティン
800908|성실하고 부지런한 사람|誠実で勤勉な人
800909|신용불량을 겪었던 일|小さい、という言葉に過剰に反応してしまう
800910|40kg|40kg
800911|お金持ち|一流のメイド長
800912|貯金の通帳|貯金通帳
801001|2월 28일|2月28日
801002|AB형|AB型
801003|157cm|157cm
801004|B85-W58-H84|B85-W58-H84
801005|타로 점. 마술 도구|タロットカード、マジック道具
801006|마술 비밀을 밝히는 사람|種明かしする人
801007|쿠키류 전반|クッキー類
801008|순수한 사람|純粋な人
801009|남몰래 하는 봉사활동|密かにボランティア活動をしている
801010|49kg|49kg
801011|魔法使い|魔法使い
801012|こっそり集めたオカルトグッズ|こっそり集めたオカルトグッズ
801101|6월 24일|6月24日
801102|O형|O型
801103|165cm|165cm
801104|B84-W58-H89|B84-W58-H89
801105|영화, 토끼 인형|映画、ウサギの人形
801106|돼지고기|豚肉
801107|케밥|ケバブ
801108|마음이 따뜻한 사람|心が暖かい人
801109|늘 토끼 그림의 잠옷을 입고 잔다|ウサギ柄のパジャマがお気に入りで、毎晩着ている
801110|46kg|46kg
801111|普通の学生|普通の学生
801112|仲間から誕生日プレゼントされたウサギのぬいぐるみ|仲間から誕生日プレゼントされたウサギのぬいぐるみ
801201|7월 14일|7月14日
801202|A형|A型
801203|158cm|158cm
801204|B83-W58-H84|B83-W58-H84
801205|춤, 노래|踊り、歌
801206|수학, 복잡한 것|数学、複雑なこと
801207|분짜|ブンチャー
801208|함께 꿈을 꿀 수 있는 사람|共に夢を見ることができる人
801209|언젠가 만날 애인을 위해 사둔 야한 아오자이|未来の恋人のために、セクシーな洋服を買っている
801210|45kg|45kg
801211|アイドル|アイドル
801212|初めて購入したアイドルのアルバム|初めて購入したアイドルのアルバム
801301|10월 11일|10月11日
801302|B형|B型
801303|164cm|164cm
801304|B89-W59-H88|B89-W59-H88
801305|독서|読書
801306|꼬치꼬치 캐묻는 사람|質問攻めする人
801307|탄두리 치킨|タンドリーチキン
801308|마음이 넓은 사람|心が広い人
801309|어릴 때, 신의 계시를 받았던 일|幼い頃に神の啓示を受けた
801310|49kg|49kg
801311|心理学者|心理学者
801312|フィルにもらったオルゴール|フィルにもらったオルゴール
801401|12월 22일|12月22日
801402|O형|O型
801403|168cm|168cm
801404|B82-W59-H85|B82-W59-H85
801405|동물 인형, 그림|動物のフィギュア、絵画
801406|화장품|化粧品
801407|팔라펠|ファラフェル
801408|자연과 동물을 사랑하는 사람|自然と動物を愛する人
801409|파충류를 매우 귀여워한다는 것|は虫類が大好き
801410|52kg|52kg
801411|獣医師|獣医師
801412|同じ部屋で過ごしているアライグマの「リノ」|同じ部屋で過ごしているアライグマの「リノ」
801501|12월 24일|12月24日
801502|A형|A型
801503|154cm|154cm
801504|B83-W60-H81|B83-W60-H81
801505|외계인 관련 책, 음식|宇宙人、食べ物
801506|병균, 더러운 물건|ばい菌、汚い物
801507|커피|コーヒー
801508|탐구심이 강한 사람|探究心が強い人
801509|몽유병이 심하다는 것.|夢遊病で、基地内をうろつく事がある
801510|42kg|42kg
801511|宇宙探査隊員|宇宙探査隊員
801512|宇宙人グッズ|宇宙人グッズ
801601|4월 20일|4月20日
801602|불명|不明
801603|162cm|162cm
801604|B86-W58-H88|B86-W58-H88
801605|웹서핑, 멜로 영화|ネットサーフィン、恋愛映画
801606|공포 영화|ホラー映画
801607|지구의 음식 (특히 매운 것)|地球の食べ物(特に辛いもの)
801608|(특히 지구에 대해) 박식한 사람|(特に地球に対して)博識な人
801609|다른 별 외계인을 보고 무서워서 울었던 일|違う星のエイリアンを見て怖くなって泣いたこと
801610|45kg|45kg
801611|地球人|地球人
801612|地球に関する情報ファイル|地球に関する情報ファイル
801701|12월 4일|12月4日
801702|A형|A型
801703|168cm|168cm
801704|B85-W59-H92|B85-W59-H92
801705|노래, 술 만들기|歌、酒作り
801706|낭만 없는 사람|ロマンがない人
801707|파스타|パスタ
801708|바른생활 사나이|几帳面な人
801709|자기가 담근 술을 마시고 말썽을 피운 일|自作酒を飲み、へべれけになった事がある
801710|49kg|49kg
801711|リーフの将軍|リーフの将軍
801712|ヘンリーからもらった腕輪|ヘンリーからもらった腕輪
801801|9월 5일|9月5日
801802|O형|O型
801803|168cm|168cm
801804|B91-W58-H85|B91-W58-H85
801805|신부 수업, 검술 수련|花嫁修業、剣術修練
801806|달링을 유혹하는 여자|主人公を誘惑する女
801807|일본 가정식 요리|日本の家庭料理
801808|가정적인 남자|家庭的な人
801809|가끔 한없이 게을러질 때가 있다|時々、ものすごくものぐさになる事がある
801810|50kg|50kg
801811|司令官の妻|司令官の妻
801812|榎本家の宝刀「飛龍」|榎本家の宝刀「飛龍」
801901|6월 6일|6月6日
801902|A형|A型
801903|166cm|166cm
801904|B92-W57-H82|B92-W57-H82
801905|잠자기, 활 수련|寝ること、弓の修練
801906|흐린 날|曇り空
801907|와플|ワッフル
801908|취미가 통하는 사람|趣味が似ている人
801909|한조라는 별명을 마음에 들어 한다|好きなキャラの名前が出てくると挙動不審になる
801910|48kg|48kg
801911|アーチェリー金メダリスト|アーチェリー金メダリスト
801912|両親にもらった弓|両親にもらった弓
802001|4월 21일|4月21日
802002|O형|O型
802003|154cm|154cm
802004|B77-W53-H78|B77-W53-H78
802005|일기 쓰기, 곰인형|日記、熊のぬいぐるみ
802006|일기를 누가 훔쳐보는 것|日記を盗み見される事
802007|연어 요리|サーモン料理
802008|아빠 같은 사람|パパのような人
802009|늘 곰 인형을 안고 잔다|くまのぬいぐるみを抱いて寝ている事
802010|40kg|40kg
802011|パパの会社の再建|パパの会社の再建
802012|パパにもらった熊のぬいぐるみ|パパにもらった熊のぬいぐるみ
802101|4월 5일|4月5日
802102|AB형|AB型
802103|160cm|160cm
802104|B78-W56-H84|B78-W56-H84
802105|드라마 보기|テレビドラマ鑑賞
802106|더위|暑い場所
802107|보르쉬|ボルシチ
802108|자신을 아껴주고 지켜주는 사람|大切にしてくれる人
802109|비밀 폴더 속에 들어 있는 야동|PCにアダルト動画をこっそり隠してある
802110|45kg|45kg
802111|ぬいぐるみデザイナー|ぬいぐるみデザイナー
802112|ウサギグッズ|ウサギグッズ
802201|1월 23일|1月23日
802202|B형|B型
802203|166cm|166cm
802204|B88-W58-H87|B88-W58-H87
802205|명품|本物
802206|짝퉁 물건|まがい物
802207|와인|ワイン
802208|자신과 동등한 수준의 사람|自分と釣り合う人
802209|속아서 짝퉁 물건을 비싸게 샀던 일|偽物の商品を高値で買ったことがある
802210|49kg|49kg
802211|貿易会社経営|貿易会社経営
802212|母に貰った指輪|母に貰った指輪
802301|11월 12일|1月12日
802302|A형|A型
802303|165cm|165cm
802304|B86-W56-H85|B86-W56-H85
802305|기도하기, 노래|お祈り、歌
802306|노래방에서 마이크 빼앗기기|カラオケでマイクを横取りされる事
802307|브랜디|ブランデー
802308|신앙심이 깊고 성실한 사람|信心深く、誠実な人
802309|밤에 몰래 술을 마시는 일|夜中、こっそり1人で深酒している
802310|51kg|51kg
802311|シスターとして復帰する事|シスターとして復帰する事
802312|尊敬するシスターに貰ったロザリオ|尊敬するシスターに貰ったロザリオ
802401|4월 29일|4月29日
802402|AB형|AB型
802403|160cm|160cm
802404|B85-W57-H85|B85-W57-H85
802405|명상, 동물|瞑想、動物
802406|동물 학대|動物虐待
802407|한나가 만든 에너지 드링크|ハンナが作ったエネルギードリンク
802408|자신을 사람취급 해 주는 사람|一人の人間として扱ってくれる人
802409|개조당한 팔 때문에 소중한 사람을 다치게 한 일|改造された腕のせいで大切な人がケガしたことがある
802410|48kg|48kg
802411|普通の人になること|普通の人になること
802412|両親の写真|両親の写真
802501|12월 15일|12月15日
802502|AB형|AB型
802503|165cm|165cm
802504|B88-W59-H86|B88-W59-H86
802505|내기하기, 사우나|賭けこと、サウナ
802506|따분함|退屈
802507|포테이토 칩|ポテトチップ
802508|겉모습보다 내면을 중요시하는 사람|外見より内面を重要視する人
802509|첫사랑에게 못생겼다고 차인 일|初恋にブサイクと呼ばれたことがある
802510|50kg|50kg
802511|自分のゲーム会社を再建すること|自分のゲーム会社を再建すること
802512|100年も前のレトロゲームのカートリッジ|100年も前のレトロゲームのカートリッジ
802601|8월 12일|8月12日
802602|O형|O型
802603|156cm|156cm
802604|B82-W58-H84|B82-W58-H84
802605|자연 도감, 꽃|自然触れ合う事、花
802606|자연 파괴|自然破壊
802607|고기류 전반|肉料理
802608|자연을 소중히 여기는 사람|自然を大切にする人
802609|휘파람을 불다가 인근의 뱀이 마을에 모여든 일|口笛を吹いていたら、蛇に囲まれた事がある
802610|41kg|41kg
802611|農場経営|農場経営
802612|動植物図鑑|動植物図鑑
802701|9월 14일|9月14日
802702|B형|B型
802703|167cm|167cm
802704|B84-W59-H88|B84-W59-H88
802705|히어로 영화, 만화|ヒーローものの映画、コミック
802706|악당|悪
802707|마늘이 들어간 요리 전반|ニンニク入りの料理
802708|약속을 지키는 사람|約束を守る人
802709|정의의 영웅 흉내를 내다가 위험에 처했던 일|ヒーローごっこで大怪我をした
802710|48kg|48kg
802711|探検家|探検家
802712|母に貰ったロザリオ|母に貰ったロザリオ
802801|9월 9일|9月9日
802802|O형|O型
802803|160cm|160cm
802804|B81-W57-H82|B81-W57-H82
802805|바둑, 체스, 장기|囲碁、チェス、将棋
802806|운으로 승부하는 게임|運が左右するゲーム
802807|타파스|タパス
802808|자신이 인정할 정도로 능력이 있는 사람|自分と同様か、それ以上の能力がある人
802809|난센스 퀴즈에 약하다|なぞなぞが苦手
802810|48kg|48kg
802811|政治家|政治家
802812|友達の遺品であるカチューシャ|友達の遺品であるカチューシャ
802901|11월 9일|11月9日
802902|B형|B型
802903|159cm|149cm
802904|B83-W55-H82|B78-W53-H77
802905|무기 손질, 잠자기|武器の手入れ、寝ること
802906|손질 안 된 무기|手入れされてない武器
802907|통조림 햄|缶詰めハム
802908|자신을 소녀로 대해줄 수 있는 사람|女の子として大事に扱ってくれる人
802909|아무도 모르게 여성 잡지를 구독하고 있다|ローティーン向けの女性誌を購読している
802910|46kg|43kg
802911|田舎で農作物を育てる|田舎で農作物を育てる
802912|上官からもらった拳銃|上官からもらった拳銃
803001|10월 1일|10月1日
803002|O형|O型
803003|166cm|166cm
803004|B83-W57-H89|B83-W57-H89
803005|속옷 수집, 구두, 술|下着コレクション、靴、酒
803006|귀찮은 남자|面倒な男
803007|칵테일|カクテル
803008|상대를 존중해 주는 사람|相手を尊重する人
803009|어린 시절, 소매치기 전력이 있었다|子供のころ万引きした事がある
803010|46kg|46kg
803011|バイクレーサーへの復帰|バイクレーサーへの復帰
803012|自分でカスタムしたバイク|自分でカスタムしたバイク
803101|8월 25일|8月25日
803102|O형|O型
803103|158cm|158cm
803104|B84-W58-H85|B84-W58-H85
803105|고스로리 패션|ゴスロリファッション
803106|어른 취급|おばさん扱い
803107|일본식 안주류|お酒のおつまみ
803108|믿고 의지할 수 있는 사람|信頼できる人
803109|과거에 CIA와 FBI에 소속된 적이 있다|特殊諜報機関に属していたことがある
803110|43kg|43kg
803111|メイドカフェの店長|メイドカフェの店長
803112|コスプレ衣装コレクション|コスプレ衣装コレクション
803201|4월 23일|4月23日
803202|B형|B型
803203|167cm|167cm
803204|B81-W57-H83|B81-W57-H83
803205|귀여운 속옷 모으기|可愛い下着集め
803206|동생과 닮았다는 말|妹と比べられる事
803207|케이크 종류 전반|ケーキ
803208|자신을 리드할 수 있는 사람|リードしてくれる人
803209|쌍둥이 동생과 텔레파시 비슷한 교감 능력이 있다|双子の妹との間に、テレパシーめいた感覚がある
803210|47kg|47kg
803211|幼稚園の先生|幼稚園の先生
803212|幼い頃、妹に貰ったリボン|幼い頃、妹に貰ったリボン
803301|10월 24일|10月24日
803302|O형|O型
803303|162cm|162cm
803304|B90-W60-H86|B90-W60-H86
803305|정리정돈|整理整頓
803306|물건을 막 쓰는 사람|ずさんな人
803307|탄탄면|担々麺
803308|매사에 꼼꼼하고 깔끔한 사람|綺麗好きな人
803309|정리벽이 있지만, 막상 자신의 방은 지저분하다|自分の部屋は汚い
803310|48kg|48kg
803311|父の整備場を継ぐ事|父の整備場を継ぐ事
803312|父にもらった工具セット|父にもらった工具セット
803401|5월 23일|5月23日
803402|AB형|AB型
803403|168cm|168cm
803404|B87-W59-H88|B87-W59-H88
803405|비즈니스|仕事
803406|도박, 주식|ギャンブル、株
803407|육포|ビーフジャーキー
803408|자신을 지탱해 줄 수 있는 사람|支えてくれる人
803409|어린 시절 생이별한 남동생이 있다|生き別れの弟がいる
803410|52kg|52kg
803411|年金生活|年金生活
803412|弟にもらった幸運のお守り|弟にもらった幸運のお守り
803501|1월 30일|1月30日
803502|B형|B型
803503|161cm|161cm
803504|B85-W58-H87|B85-W58-H87
803505|데이트|デート
803506|경박한 남자|軽薄な男
803507|위스키|ウイスキー
803508|운명을 느낄 수 있는 사람|運命を感じられる人
803509|데이트를 밥 먹듯이 하지만 사실 연애 불감증이다|まだ恋をしたことがない
803510|46kg|46kg
803511|生涯研究者|生涯研究者
803512|自分が開発した人工知能|自分が開発した人工知能
803601|12월 12일|12月12日
803602|O형|O型
803603|164cm|164cm
803604|B83-W56-H83|B83-W56-H83
803605|돈, 은행일|お金、銀行の仕事
803606|과소비 하는 사람|無駄遣いする人
803607|프라이드치킨과 맥주|フライドチキンとビール
803608|꼼꼼하고 계획적인 사람|几帳面で計画的な人
803609|거금의 적금통장을 여러 개 가지고 있다|莫大な金額の貯金口座がいくつもある
803610|48kg|48kg
803611|ベル銀行の設立|ベル銀行の設立
803612|初めて作った通帳|初めて作った通帳
803701|9월 30일|9月30日
803702|A형|A型
803703|165cm|165cm
803704|B86-W57-H84|B86-W57-H84
803705|독서, 역사 연구|読書、歴史研究
803706|e북|電子書籍
803707|프렌치프라이|フライドポテト
803708|박식한 사람|知的な人
803709|로맨스소설 마니아로 천 권 넘게 소장하고 있다|恋愛小説マニアで千冊以上所蔵している
803710|50kg|50kg
803711|小説家|小説家
803712|作家のサイン入り限定版小説|作家のサイン入り限定版小説
803801|3월 30일|3月30日
803802|B형|B型
803803|154cm|154cm
803804|B80-W56-H80|B80-W56-H80
803805|위키 사이트 보기|ゲーム情報サイトのチェック
803806|무식한 사람|無知な人
803807|핫도그|アメリカンドッグ
803808|자신을 이성으로 봐 주는 사람|女性として扱ってくれる人
803809|어린 시절 프로게임단에서 스카우트 제의를 받은 적이 있다|プロゲーマーのスカウトを受けたことがある
803810|42kg|42kg
803811|プロゲーマー|プロゲーマー
803812|ゲームコレクション|ゲームコレクション
803901|2월 5일|2月5日
803902|B형|B型
803903|164cm|164cm
803904|B81-W60-H88|B81-W60-H88
803905|밀리터리 콘텐츠 전반|ミリタリー系全般
803906|바퀴벌레|ゴキブリ
803907|비프스테이크|ビーフステーキ
803908|이상적인 군인|素敵な軍人
803909|상당한 밀리터리 마니아|実はかなりのミリタリーマニア
803910|48kg|48kg
803911|軍事史学者|軍事史学者
803912|ミリタリープラモデルのジオラマ|ミリタリープラモデルのジオラマ
804001|10월 9일|10月9日
804002|O형|O型
804003|172cm|172cm
804004|B90-W57-H88|B90-W57-H88
804005|맛집 투어|グルメツアー
804006|다이어트|ダイエット
804007|타코|タコス
804008|자신의 모든 것을 받아줄 수 있는 사람|全てを受け止めてくれる人
804009|딱 한번 변장을 하고 란제리 모델을 한 적이 있다|一度だけ下着のモデルになった事がある
804010|55kg|55kg
804011|外交官|外交官
804012|父の遺品である万年筆|父の遺品である万年筆
804101|4월 23일|4月23日
804102|B형|B型
804103|165cm|165cm
804104|B82-W56-H84|B82-W56-H84
804105|야한 속옷 모으기|セクシーな下着集め
804106|언니와 닮았다는 말|姉に似ていると言われる事
804107|고급 프랑스 요리|フランス料理フルコース
804108|모든 면에서 완벽한 사람|非の打ち所のない人
804109|쌍둥이 언니와 텔레파시 비슷한 교감 능력이 있다|双子の姉との間に、テレパシーめいた感覚がある
804110|49kg|49kg
804111|「R.E.A.P.」の参謀総長|「R.E.A.P.」の参謀総長
804112|父に貰った軍帽|父に貰った軍帽
804201|6월 5일|6月5日
804202|AB형|AB型
804203|169cm|169cm
804204|B85-W57-H86|B85-W57-H86
804205|다양한 겜블|ギャンブル
