key|EBSS_Kr|EBSS_Jp
10230048|今日もニンゲンは目覚めない……か。\n一体何が原因だというのだ。|今日もニンゲンは目覚めない……か。\n一体何が原因だというのだ。
10230049|当時の状況を思い出し、あれ以降着用していなかった羊の衣装を身につけてみた。\nそして眠っている司令官の隣に寄り添う。|当時の状況を思い出し、あれ以降着用していなかった羊の衣装を身につけてみた。\nそして眠っている司令官の隣に寄り添う。
10230050|すぅ、すぅ……。|すぅ、すぅ……。
10230051|あの時、この服を着た状態でニンゲンに触ったら倒れたな……。\nもしかしたら、また触ったら起きるのではないか？|あの時、この服を着た状態でニンゲンに触ったら倒れたな……。\nもしかしたら、また触ったら起きるのではないか？
10230052|ギュッ。|ギュッ。
10230053|キィン……。|キィン……。
10230054|な、なんだ……？\nニンゲンの手に触れたら、何やら光が……。|な、なんだ……？\nニンゲンの手に触れたら、何やら光が……。
10230055|キィィィィン……！|キィィィィン……！
10230056|くぅ……光に飲み込まれる……！？|くぅ……光に飲み込まれる……！？
10230057|ラムダはそのまま謎の光に飲み込まれていく。\nそして段々とその光は強くなり、やがてラムダの意識をも奪っていくのであった。|ラムダはそのまま謎の光に飲み込まれていく。\nそして段々とその光は強くなり、やがてラムダの意識をも奪っていくのであった。
10230058| To Be Continued| To Be Continued
10230059|う、うぅ……。\nここは、たしか士官学校という所だったか……？|う、うぅ……。\nここは、たしか士官学校という所だったか……？
10230060|なぜラムダはこのような場所にいるのだ。\nすぐ基地に行かねば……あれはニンゲン！？|なぜラムダはこのような場所にいるのだ。\nすぐ基地に行かねば……あれはニンゲン！？
10230061|視線の先に眠っているはずの司令官を見つけ、驚く。|視線の先に眠っているはずの司令官を見つけ、驚く。
10230062|おい、起きているなら声をかけろ！\n皆心配していたんだぞ！！|おい、起きているなら声をかけろ！\n皆心配していたんだぞ！！
10230063|む、むむ……？|む、むむ……？
10230064|いくら声をかけても届いてはいないようだった。\n司令官はラムダに構わず、目の前にいる男性と話をしている。|いくら声をかけても届いてはいないようだった。\n司令官はラムダに構わず、目の前にいる男性と話をしている。
10230065|妹を配属予定の部隊に編成されるよう根回ししたって本当か？\n身内がいるのってむしろやりづらいだろ。|妹を配属予定の部隊に編成されるよう根回ししたって本当か？\n身内がいるのってむしろやりづらいだろ。
10230066|血が繋がっていないとはいえ、世界一大切に想っているからな。\n俺の下じゃないとティナを安心して勤務させられん。|血が繋がっていないとはいえ、世界一大切に想っているからな。\n俺の下じゃないとティナを安心して勤務させられん。
10230067|はぁ、ほんとシスコ……ゴホン。\nまぁ、それが許されるのは、テオが優秀だからだろうな。|はぁ、ほんとシスコ……ゴホン。\nまぁ、それが許されるのは、テオが優秀だからだろうな。
10230068|はは、そんなんじゃないさ\nお前だって、妹がいれば俺の気持ちがわかるはずだ。|はは、そんなんじゃないさ\nお前だって、妹がいれば俺の気持ちがわかるはずだ。
10230069|前司令官がテオという名前だったが、死んだと聞いているぞ。\nでは、ここにいる男は……？|前司令官がテオという名前だったが、死んだと聞いているぞ。\nでは、ここにいる男は……？
10230070|……なぁ、一つ頼みがあるんだ。|……なぁ、一つ頼みがあるんだ。
10230071|ん、改まってどうしたんだよ。|ん、改まってどうしたんだよ。
10230072|もし俺に何かあったら、お前が俺の後任になってくれ。\nそしてティナを守ってやってほしい。|もし俺に何かあったら、お前が俺の後任になってくれ。\nそしてティナを守ってやってほしい。
10230073|え、えぇ！？\nいきなり縁起でもないこと言うなよ。|え、えぇ！？\nいきなり縁起でもないこと言うなよ。
10230074|真面目に言っているんだ。\nGoddess KissはR.E.A.P.でも指折りの遊撃部隊だからな。|真面目に言っているんだ。\nGoddess KissはR.E.A.P.でも指折りの遊撃部隊だからな。
10230075|危険な任務も多い。だから、万が一のことも考えなきゃいけないんだ。\nわかるだろう。|危険な任務も多い。だから、万が一のことも考えなきゃいけないんだ。\nわかるだろう。
10230076|う……、わかったよ……。\nま、まぁ、テオに限ってそんなこと起こり得ないけどな！！|う……、わかったよ……。\nま、まぁ、テオに限ってそんなこと起こり得ないけどな！！
10230077|(しかし、テオ前司令官はカインによって……)|(しかし、テオ前司令官はカインによって……)
10230078|くっ、また光が……！！|くっ、また光が……！！
10230079|キィィンッ！！！|キィィンッ！！！
10230080|ここは、森？\nなぜだ、先ほどまで屋内にいたはずだが……。|ここは、森？\nなぜだ、先ほどまで屋内にいたはずだが……。
10230081|ダダダダダダッ！！！！|ダダダダダダッ！！！！
10230082|はぁ、はぁ……。帝国兵がそこまで……！？\nこれでは防ぎきれませんっ！|はぁ、はぁ……。帝国兵がそこまで……！？\nこれでは防ぎきれませんっ！
10230083|士官学校生で編成された部隊は既に統率を失い、壊滅寸前まで追い込まれていた。\nツバサは追ってくる帝国兵を切り裂きながら撤退する部隊を援護する。|士官学校生で編成された部隊は既に統率を失い、壊滅寸前まで追い込まれていた。\nツバサは追ってくる帝国兵を切り裂きながら撤退する部隊を援護する。
10230084|ふふっ、私もここまででしょうか……。\nこの剣術の腕を活かし帝国に天誅を下すはずが、まさかその前に、だなんて。|ふふっ、私もここまででしょうか……。\nこの剣術の腕を活かし帝国に天誅を下すはずが、まさかその前に、だなんて。
10230085|ですが、ただでは死にませんッ！\nこの命に代えても皆を守ってみせます！！|ですが、ただでは死にませんッ！\nこの命に代えても皆を守ってみせます！！
10230086|その首、もらったぞ！！！|その首、もらったぞ！！！
10230087|キィンッ！|キィンッ！
10230088|はぁっ！！！！|はぁっ！！！！
10230089|ブォンッ！！|ブォンッ！！
10230090|まだまだひよっ子だな！|まだまだひよっ子だな！
10230091|避けられた……！？\nきゃ、きゃああああ！！！|避けられた……！？\nきゃ、きゃああああ！！！
10230092|バシュッ！！|バシュッ！！
10230093|ぐああぁぁぁ！！|ぐああぁぁぁ！！
10230094|はっ、はぁ……はぁ、生きてる……？|はっ、はぁ……はぁ、生きてる……？
10230095|怪我はないか？\nすまない、助けに来るのが遅くなった。|怪我はないか？\nすまない、助けに来るのが遅くなった。
10230096|い、命をお助けいただき感謝します。\n貴方は一体……？|い、命をお助けいただき感謝します。\n貴方は一体……？
10230097|俺は君とは別の士官学校から派遣されたんだ。\n帝国兵はうちの部隊が抑えているはずだから、もう心配ない。|俺は君とは別の士官学校から派遣されたんだ。\n帝国兵はうちの部隊が抑えているはずだから、もう心配ない。
10230098|(命を顧みずに別の士官学校生の部隊を救うなんて……)|(命を顧みずに別の士官学校生の部隊を救うなんて……)
10230099|さぁ、君も撤退するんだ。\n後は俺らに任せろ！|さぁ、君も撤退するんだ。\n後は俺らに任せろ！
10230100|あ、あの！\nまたいつかお会いできるでしょうか！？|あ、あの！\nまたいつかお会いできるでしょうか！？
10230101|お互い生きてたら、また会う機会もある！\nだから今は生きることに全力を注げ！！|お互い生きてたら、また会う機会もある！\nだから今は生きることに全力を注げ！！
10230102|まだ司令官ではない頃の……ラムダの知らないニンゲンの姿？\nなぜこんな映像が見える……？|まだ司令官ではない頃の……ラムダの知らないニンゲンの姿？\nなぜこんな映像が見える……？
10230103|リベレーションは我らR.E.A.P.にとって必要な存在だぞ！？\nそれを、辞めるなどと……。|リベレーションは我らR.E.A.P.にとって必要な存在だぞ！？\nそれを、辞めるなどと……。
10230104|気持ちは嬉しいですが、俺の決意は変わりません。|気持ちは嬉しいですが、俺の決意は変わりません。
10230105|体質が特殊なのもあるが、数年前にも士官学校生の身で大勢の命を救った功績もたてている。\nこのままなら出世は思いのままなんだぞ！|体質が特殊なのもあるが、数年前にも士官学校生の身で大勢の命を救った功績もたてている。\nこのままなら出世は思いのままなんだぞ！
10230106|……失礼します。|……失礼します。
10230107|お、おい、待て！！\n誰かソイツを止めろ！！|お、おい、待て！！\n誰かソイツを止めろ！！
10230108|ニンゲンは一度R.E.A.Pを除隊していた……？\nそれを戻ってきたという事は、やはり……。|ニンゲンは一度R.E.A.Pを除隊していた……？\nそれを戻ってきたという事は、やはり……。
10230109|皆さんに後任の司令官をご紹介しますねっ。\nなんと、ジェイ・バン総長もお気に入りの逸材ですよ～！|皆さんに後任の司令官をご紹介しますねっ。\nなんと、ジェイ・バン総長もお気に入りの逸材ですよ～！
10230110|な、なんだその紹介は……と、とりあえずよろしく。\n前司令官に顔向けできるよう、精一杯頑張るつもりだ。|な、なんだその紹介は……と、とりあえずよろしく。\n前司令官に顔向けできるよう、精一杯頑張るつもりだ。
10230111|あ……。|あ……。
10230112|ん？|ん？
10230113|ティナさん、どうかしたんですか？|ティナさん、どうかしたんですか？
10230114|(ティナ？　あれがテオの妹の……)|(ティナ？　あれがテオの妹の……)
10230115|(テオと約束したんだ。部隊も、アイツの妹も、絶対守りきってみせる……！)|(テオと約束したんだ。部隊も、アイツの妹も、絶対守りきってみせる……！)
10230116|これはニンゲンの過去の記憶、なのか？\nそれとも夢……？|これはニンゲンの過去の記憶、なのか？\nそれとも夢……？
10230117|光に包まれるたびに無数の記憶をラムダは感じ取っていた。\n出会い、別れ、過去のこと、現在のこと……すべてがそこにあった。|光に包まれるたびに無数の記憶をラムダは感じ取っていた。\n出会い、別れ、過去のこと、現在のこと……すべてがそこにあった。
10230118|……ん、いや、おかしいな。\nどこにもラムダとの記憶がないぞ？|……ん、いや、おかしいな。\nどこにもラムダとの記憶がないぞ？
10230119|ま、まさかラムダとの出会いなどとるにたらない記憶ということか？\nニンゲンめ、地球外生物と邂逅した記憶を忘れるなど……！|ま、まさかラムダとの出会いなどとるにたらない記憶ということか？\nニンゲンめ、地球外生物と邂逅した記憶を忘れるなど……！
10230120|おい、聞こえてるんだろう！\nラムダとの記憶がなぜない！？　今すぐ答えろ！|おい、聞こえてるんだろう！\nラムダとの記憶がなぜない！？　今すぐ答えろ！
10230121|キィィィン！！|キィィィン！！
10230122|他人の記憶の中で騒ぐな。気が散るだろう。|他人の記憶の中で騒ぐな。気が散るだろう。
10230123|……ラムダがもう1人？|……ラムダがもう1人？
10230124|私はお前であってお前ではない。\n夢喰いの羊……衣装に宿っていた霊体だ。|私はお前であってお前ではない。\n夢喰いの羊……衣装に宿っていた霊体だ。
10230125|お前がニンゲンを眠らせたのか！？|お前がニンゲンを眠らせたのか！？
10230126|はじめはお前たちを狙おうとしたが、コイツと同じ種族ではないな？\n力が通じず驚いたぞ。|はじめはお前たちを狙おうとしたが、コイツと同じ種族ではないな？\n力が通じず驚いたぞ。
10230127|だが、コイツに狙いを切り替えて大正解だった。\nコイツの夢……記憶はどれも極上の味がするんだ。|だが、コイツに狙いを切り替えて大正解だった。\nコイツの夢……記憶はどれも極上の味がするんだ。
10230128|まさか、記憶を食べるのかッ！？\nだからラムダとの記憶も……！|まさか、記憶を食べるのかッ！？\nだからラムダとの記憶も……！
10230129|ふふっ、察しがいいな。\nでは今からしようとしていることもわかるだろう？|ふふっ、察しがいいな。\nでは今からしようとしていることもわかるだろう？
10230130|……侵入者を排除する。起こされてはせっかくの苦労が台無しだからな。|……侵入者を排除する。起こされてはせっかくの苦労が台無しだからな。
10230131|大した自信だが、ラムダが一方的にやられると思ったら大違いだ。|大した自信だが、ラムダが一方的にやられると思ったら大違いだ。
10230132|今までに見た記憶、ラムダとの記憶……すべてニンゲンのもの。\nお前を倒し、全てを取り返させてもらうぞ！|今までに見た記憶、ラムダとの記憶……すべてニンゲンのもの。\nお前を倒し、全てを取り返させてもらうぞ！
10230133| To Be Continued| To Be Continued
10230134|ザシュッ！！|ザシュッ！！
10230135|うぐ……よもやこれほどの力があるとは……。\nはぁ、はぁ……。|うぐ……よもやこれほどの力があるとは……。\nはぁ、はぁ……。
10230136|ニンゲンの夢をここで途絶えさせるわけにはいかない。\nGoddess Kissの司令官としても、一人の男としても、まだ立ち止まっていい奴ではないんだ。|ニンゲンの夢をここで途絶えさせるわけにはいかない。\nGoddess Kissの司令官としても、一人の男としても、まだ立ち止まっていい奴ではないんだ。
10230137|ふ、ふふ……。|ふ、ふふ……。
10230138|？|？
10230139|ははははっ！|ははははっ！
10230140|面白いッ！\n夢を喰わずしてその先を待つのも一興だな。|面白いッ！\n夢を喰わずしてその先を待つのも一興だな。
10230141|お、おい？|お、おい？
10230142|お前にやられてはその先を見ることもかなわん。\nここは手を引き、行く末を見守るとしよう。|お前にやられてはその先を見ることもかなわん。\nここは手を引き、行く末を見守るとしよう。
10230143|そしてアイツの夢がさらに育ち美味しそうに実ったその時こそ……。|そしてアイツの夢がさらに育ち美味しそうに実ったその時こそ……。
10230144|ゴゴゴゴゴ……。|ゴゴゴゴゴ……。
10230145|くっ、一体これは……。\n世界が崩れていく！？|くっ、一体これは……。\n世界が崩れていく！？
10230146|キィィィィン……！|キィィィィン……！
10230147|眩い光に包まれたラムダは意識を手放した。\nそして一時の間、自身もまた懐かしき夢を見るのであった。|眩い光に包まれたラムダは意識を手放した。\nそして一時の間、自身もまた懐かしき夢を見るのであった。
10230148|う……ん……？\nここ、は……司令官室？|う……ん……？\nここ、は……司令官室？
10230149|う～ん……。|う～ん……。
10230150|はっ、もしかして意識が？\nおい、起きろニンゲン！|はっ、もしかして意識が？\nおい、起きろニンゲン！
10230151|ユサユサッ！|ユサユサッ！
10230152|うぅ……。|うぅ……。
10230153|あれ、ラムダ？\n俺、なんでこんなところで寝てるんだ……？|あれ、ラムダ？\n俺、なんでこんなところで寝てるんだ……？
10230154|いつものニンゲン、だな。\nラムダのことも覚えてるんだな？|いつものニンゲン、だな。\nラムダのことも覚えてるんだな？
10230155|あ、当たり前だろ？\n何変なこと言ってるんだよ。|あ、当たり前だろ？\n何変なこと言ってるんだよ。
10230156|そうか、覚えてるならいいんだそれで。|そうか、覚えてるならいいんだそれで。
10230157|それからラムダは下手に混乱させないために羊の呪いのことは伏せ、ここ数日間司令官が寝ていたことを伝えた。|それからラムダは下手に混乱させないために羊の呪いのことは伏せ、ここ数日間司令官が寝ていたことを伝えた。
10230158|原因不明で数日寝てただって！？\nなんてこった……嘘じゃないよな？|原因不明で数日寝てただって！？\nなんてこった……嘘じゃないよな？
10230159|ラムダがこんな瑣末なことで嘘をつくわけないだろう。|ラムダがこんな瑣末なことで嘘をつくわけないだろう。
10230160|うわぁぁあ、仕事がこんなにたまってる！！！|うわぁぁあ、仕事がこんなにたまってる！！！
10230161|その前に隊員たちに目覚めたことを報告するといい。\n皆心配していたぞ。特にティナがな。|その前に隊員たちに目覚めたことを報告するといい。\n皆心配していたぞ。特にティナがな。
10230162|ティナは仕事がたまっていることを心配してそうだけどな……。|ティナは仕事がたまっていることを心配してそうだけどな……。
10230163|あまり心配かけてやるなよ。|あまり心配かけてやるなよ。
10230164|……ニンゲンの大切な存在なのだから。|……ニンゲンの大切な存在なのだから。
10230165|最後、なんか言ったか？|最後、なんか言ったか？
10230166|いや、別になんでもないぞ。|いや、別になんでもないぞ。
10230167|こうして司令官意識不明事件は原因不明のまま、幕を閉じた。\n一時たまった仕事の処理に追われ再び司令官が意識不明になったとかならないとか。|こうして司令官意識不明事件は原因不明のまま、幕を閉じた。\n一時たまった仕事の処理に追われ再び司令官が意識不明になったとかならないとか。
10230168|そして後日……。|そして後日……。
10230169|すっかり忘れていたが、この羊の衣装を返さなければ……。\nええっと、倉庫はこの辺りだったな。|すっかり忘れていたが、この羊の衣装を返さなければ……。\nええっと、倉庫はこの辺りだったな。
10230170|あれは夢か現か……自身が体験した非現実的な出来事にラムダは未だ半信半疑であった。|あれは夢か現か……自身が体験した非現実的な出来事にラムダは未だ半信半疑であった。
10230171|本来であればニンゲンに報告すべきなのだろうか。\n……ん、倉庫から話し声が？|本来であればニンゲンに報告すべきなのだろうか。\n……ん、倉庫から話し声が？
10230172|そっと扉を開けて覗いてみると、そこにはレイチェルとレナがいた。|そっと扉を開けて覗いてみると、そこにはレイチェルとレナがいた。
10230173|ちょっとレナさん！\nここにあった羊の衣装をどこに持ち出したんですか！！|ちょっとレナさん！\nここにあった羊の衣装をどこに持ち出したんですか！！
10230174|あたしは羊の衣装なんて知らないよ～～！|あたしは羊の衣装なんて知らないよ～～！
10230175|干支レースの時にあれだけたくさん動物の衣装持ち出してたじゃないですか！|干支レースの時にあれだけたくさん動物の衣装持ち出してたじゃないですか！
10230176|ほら、今なら怒りませんから。|ほら、今なら怒りませんから。
10230177|絶対嘘だよっ！\nていうか、既にぷんぷんしてるじゃん！！|絶対嘘だよっ！\nていうか、既にぷんぷんしてるじゃん！！
10230178|レナさんが騙されないとは……。\nいいですか、あれは呪われた衣装なんです。|レナさんが騙されないとは……。\nいいですか、あれは呪われた衣装なんです。
10230179|呪われた衣装！？|呪われた衣装！？
10230180|もともとはジーンさんが闇市から仕入れてきたものですが、危険なので買い取ったんです。\nそれを人目につかないよう置いておいたのですが……。|もともとはジーンさんが闇市から仕入れてきたものですが、危険なので買い取ったんです。\nそれを人目につかないよう置いておいたのですが……。
10230181|ち、ちなみにそれって着るとどうなるの？|ち、ちなみにそれって着るとどうなるの？
10230182|もれなく呪われます！\n何が起こるかはお楽しみに♪|もれなく呪われます！\n何が起こるかはお楽しみに♪
10230183|ええ～～ん、そんな怖いもの倉庫に置かないでよ～～～！！|ええ～～ん、そんな怖いもの倉庫に置かないでよ～～～！！
10230184|パタンッ。|パタンッ。
10230185|あれはやはり現実だったのか……つまり、まだ奴はこの中に？|あれはやはり現実だったのか……つまり、まだ奴はこの中に？
10230186|ラムダは手にしている衣装を見つめ、夢の中であった霊体の姿を思い描く。\n夢が育つのを待ち、再び取り憑くチャンスを伺っているみたいだったが……。|ラムダは手にしている衣装を見つめ、夢の中であった霊体の姿を思い描く。\n夢が育つのを待ち、再び取り憑くチャンスを伺っているみたいだったが……。
10230187|これはラムダが持っていたほうがよさそうだ。|これはラムダが持っていたほうがよさそうだ。
10230188|いつまたどこで誰かが手にして司令官を眠らせるとも限らない。\nならば自分がニンゲンを守ろう……そう、ラムダは決意するのであった。|いつまたどこで誰かが手にして司令官を眠らせるとも限らない。\nならば自分がニンゲンを守ろう……そう、ラムダは決意するのであった。
10230189|END|END
10240001|みんな、聞いてくれ！\nさっき重要な報告が上がってきたんだ！！|みんな、聞いてくれ！\nさっき重要な報告が上がってきたんだ！！
10240002|司令部に飛び込むなり、息をきらせて一報を告げる。|司令部に飛び込むなり、息をきらせて一報を告げる。
10240003|んぐ、もぐもぐ……ええっと、次の作戦エリアはここだから……。|んぐ、もぐもぐ……ええっと、次の作戦エリアはここだから……。
10240004|団子を頬張りながら書類仕事をしているこの子は、チハ。\n１ヶ月ほど前に発生した大規模な爆発で発見された謎多き乙女である。|団子を頬張りながら書類仕事をしているこの子は、チハ。\n１ヶ月ほど前に発生した大規模な爆発で発見された謎多き乙女である。
10240005|アドラー傭兵団との戦いの末、古代兵器の砲撃が直撃し異世界に飛ばされてしまったらしい。\n共に転移してきた2人の仲間が見つからないと嘆いていた時はただの迷子かとも思ったが……。|アドラー傭兵団との戦いの末、古代兵器の砲撃が直撃し異世界に飛ばされてしまったらしい。\n共に転移してきた2人の仲間が見つからないと嘆いていた時はただの迷子かとも思ったが……。
10240006|先日、その2人を発見してしまった。\n保護したからには、世迷言ではなく本当のことなのだと受け入れざるを得ないだろう。|先日、その2人を発見してしまった。\n保護したからには、世迷言ではなく本当のことなのだと受け入れざるを得ないだろう。
10240007|なお、チハとの出会いについてはチハのパイロットストーリーで分かるぞ！|なお、チハとの出会いについてはチハのパイロットストーリーで分かるぞ！
10240008|(……はっ、俺は一体誰に説明しているんだ！？)|(……はっ、俺は一体誰に説明しているんだ！？)
10240009|次のライブはいつにしようかしら♪\nんー、ここなら大きい会場がおさえられそうね。|次のライブはいつにしようかしら♪\nんー、ここなら大きい会場がおさえられそうね。
10240010|その1人が元アドラー傭兵団のアピス。\n理由あってチハと共に行動するようになったらしいが、多分この中で一番変わっているだろう。|その1人が元アドラー傭兵団のアピス。\n理由あってチハと共に行動するようになったらしいが、多分この中で一番変わっているだろう。
10240011|仲間との再会にも、世界への帰還方法にも興味を示さなかった。\nアピスが興味あるのは、いかにこのアイドルを続けていくか…それだけみたいだった。|仲間との再会にも、世界への帰還方法にも興味を示さなかった。\nアピスが興味あるのは、いかにこのアイドルを続けていくか…それだけみたいだった。
10240012|おいアピス、サボッてないで仕事しろよな。\n追い出されても知らないぞー？|おいアピス、サボッてないで仕事しろよな。\n追い出されても知らないぞー？
10240013|彼女は鉄槌傭兵団のミーシャ。\nアドラー傭兵団とはライバル関係にある組織みたいで、長きに渡り争ってきたらしい。|彼女は鉄槌傭兵団のミーシャ。\nアドラー傭兵団とはライバル関係にある組織みたいで、長きに渡り争ってきたらしい。
10240014|その戦闘力の高さから「怪物」なんて異名まで持っているとか……。\n仲間としては非常に頼もしいが、帝国に洗脳され敵になっていたらと思うとゾッとする。|その戦闘力の高さから「怪物」なんて異名まで持っているとか……。\n仲間としては非常に頼もしいが、帝国に洗脳され敵になっていたらと思うとゾッとする。
10240015|私はアイドル活動が仕事だからいいの。存在するだけで価値があるから。\n……それより、司令官がきてるみたいだけど？|私はアイドル活動が仕事だからいいの。存在するだけで価値があるから。\n……それより、司令官がきてるみたいだけど？
10240016|うわっ、いつの間に！？\n仕事に夢中で気づかなかったよ！|うわっ、いつの間に！？\n仕事に夢中で気づかなかったよ！
10240017|集中してるってことはいいことだ。\n一時はどうなるかと思ったが、上手くやれてるみたいで俺は安心してるぞ。|集中してるってことはいいことだ。\n一時はどうなるかと思ったが、上手くやれてるみたいで俺は安心してるぞ。
10240018|そんなミーシャ達に朗報だ。\n先ほど大規模な爆発があったと報告があったんだ。|そんなミーシャ達に朗報だ。\n先ほど大規模な爆発があったと報告があったんだ。
10240019|戦時中ですもの。爆発なんて珍しくもないでしょうに。|戦時中ですもの。爆発なんて珍しくもないでしょうに。
10240020|いや、それがな……チハ達が転移してきた際の爆発と同規模らしい。\nあんなもの、滅多にないと思う。|いや、それがな……チハ達が転移してきた際の爆発と同規模らしい。\nあんなもの、滅多にないと思う。
10240021|も、もしかして古代兵器の爆発でしょうか！\nだとしたら元の世界に戻る手がかりも……！|も、もしかして古代兵器の爆発でしょうか！\nだとしたら元の世界に戻る手がかりも……！
10240022|そう思って急いで来たんだ。行ってみないか？|そう思って急いで来たんだ。行ってみないか？
10240023|勿論行きます！！|勿論行きます！！
10240024|チハは元気ねぇ。\n私はライブの準備もあるし、基地へ残るわ。|チハは元気ねぇ。\n私はライブの準備もあるし、基地へ残るわ。
10240025|アピスは相変わらずだね……でも私も今回はパス！\n頼まれた仕事が終わってなくってさ！|アピスは相変わらずだね……でも私も今回はパス！\n頼まれた仕事が終わってなくってさ！
10240026|仕方がないので、俺とチハは隊員を連れ、爆心地を調査しにいくことになったのであった。|仕方がないので、俺とチハは隊員を連れ、爆心地を調査しにいくことになったのであった。
10240027|報告があったのは、このエリアだな。|報告があったのは、このエリアだな。
10240028|はわわ……一面が焼け野原ですぅ……。|はわわ……一面が焼け野原ですぅ……。
10240029|まさにチハ達がこの世界に来た時と同じ光景だ。\nよし、手分けして何か手がかりがないか探そう。|まさにチハ達がこの世界に来た時と同じ光景だ。\nよし、手分けして何か手がかりがないか探そう。
10240030|はいっ。司令官、私頑張っちゃいますからね！！|はいっ。司令官、私頑張っちゃいますからね！！
10240031|異世界への帰還方法の糸口すら発見できていないのだ。\n俺達は藁にも縋る思いで爆心地の調査をはじめた。|異世界への帰還方法の糸口すら発見できていないのだ。\n俺達は藁にも縋る思いで爆心地の調査をはじめた。
10240032|むむぅ、これは古代兵器とは何ら関係ないような気もしますねぇ。\nだったらこっちはどうでしょうか？|むむぅ、これは古代兵器とは何ら関係ないような気もしますねぇ。\nだったらこっちはどうでしょうか？
10240033|チハさん、あまり遠くに行かれては司令が心配されますが……。|チハさん、あまり遠くに行かれては司令が心配されますが……。
10240034|ご、ごめんなさい！\nでももうちょっとだけ調べさせて下さいっ。|ご、ごめんなさい！\nでももうちょっとだけ調べさせて下さいっ。
10240035|……了解いたしました。\nそれではそのように連絡を……ぐあぁっ！|……了解いたしました。\nそれではそのように連絡を……ぐあぁっ！
10240036|え……？|え……？
10240037|お前が「チハ」だな？\n帝国の命により、拘束させてもらうぞ！|お前が「チハ」だな？\n帝国の命により、拘束させてもらうぞ！
10240038|叫び声に驚き振り向くと、帝国兵がチハを囲うように動きながら銃を構えていた。|叫び声に驚き振り向くと、帝国兵がチハを囲うように動きながら銃を構えていた。
10240039|帝国兵……！？|帝国兵……！？
10240040|まさか本当にやってくるとはな。\n元の世界への帰還方法がわからないという話は本当だったか。|まさか本当にやってくるとはな。\n元の世界への帰還方法がわからないという話は本当だったか。
10240041|罠、だったんですか？　そんな……。|罠、だったんですか？　そんな……。
10240042|異世界から来たお前を調べれば、帝国はまた新たな力を得られるかもしれん。\nさぁ、大人しくこちらへ来るんだ。|異世界から来たお前を調べれば、帝国はまた新たな力を得られるかもしれん。\nさぁ、大人しくこちらへ来るんだ。
10240043|嫌ですっ！　い、痛ッ！！|嫌ですっ！　い、痛ッ！！
10240044|チハッ！\nくっ、応答がないから見に来てみれば！！|チハッ！\nくっ、応答がないから見に来てみれば！！
10240045|少し遅かったようだな。もうコイツは我々が手に入れた。\nふふふ、これでカイン様は、帝国は強くなるのだ……！|少し遅かったようだな。もうコイツは我々が手に入れた。\nふふふ、これでカイン様は、帝国は強くなるのだ……！
10240046|司令官……っ！|司令官……っ！
10240047|ま、待て！！！|ま、待て！！！
10240048|ダダダダダッ！！|ダダダダダッ！！
10240049|ぐぅ、追いつけない……！\nチハ……チハーーーーッ！！！！|ぐぅ、追いつけない……！\nチハ……チハーーーーッ！！！！
10240050|俺がついていながら、チハをさらわれてしまった。\n基地へと帰還した俺は、皆に一部始終を報告した――。|俺がついていながら、チハをさらわれてしまった。\n基地へと帰還した俺は、皆に一部始終を報告した――。
10240051|チハがさらわれただって！？|チハがさらわれただって！？
10240052|あらあら、帝国の罠にみすみすハマりにいったってこと？\nお馬鹿さんとしか言いようがないわね。|あらあら、帝国の罠にみすみすハマりにいったってこと？\nお馬鹿さんとしか言いようがないわね。
10240053|言い方に気をつけろよな。\n司令だってわざとじゃないだろ！|言い方に気をつけろよな。\n司令だってわざとじゃないだろ！
10240054|私は事実を述べたまでだけどね。\nそれより、これからどうするかが大切なんじゃないの？|私は事実を述べたまでだけどね。\nそれより、これからどうするかが大切なんじゃないの？
10240055|アピスの言うとおりだ。\nせめて、俺がチハから離れなければ防げたかもしれない……。|アピスの言うとおりだ。\nせめて、俺がチハから離れなければ防げたかもしれない……。
10240056|だが、それを悔いても仕方ない。一刻も早くチハを助けに行かないと！！\nお願いだ、みんなの力を貸してくれ！|だが、それを悔いても仕方ない。一刻も早くチハを助けに行かないと！！\nお願いだ、みんなの力を貸してくれ！
10240057|俺の言葉にアピス、ミーシャ、そしてGodess Kiss部隊の面々が頷く。|俺の言葉にアピス、ミーシャ、そしてGodess Kiss部隊の面々が頷く。
10240058|言われなくったってそうするよ！\n私の力、帝国に思い知らせてやる！！|言われなくったってそうするよ！\n私の力、帝国に思い知らせてやる！！
10240059|まぁ、司令官がどうしてもっていうならいいわ。\n帝国兵のファンを増やすチャンスでもあるかもしれないし、ね。|まぁ、司令官がどうしてもっていうならいいわ。\n帝国兵のファンを増やすチャンスでもあるかもしれないし、ね。
10240060|……ありがとう。\nそれじゃあ今からチハ救出作戦について話し合おう！|……ありがとう。\nそれじゃあ今からチハ救出作戦について話し合おう！
10240061| To Be Continued| To Be Continued
10240062|作戦会議がはじまって数十分。\n内容はまとまってきたものの、アピスとミーシャは頭を悩ませていた。|作戦会議がはじまって数十分。\n内容はまとまってきたものの、アピスとミーシャは頭を悩ませていた。
10240063|んー、やっぱり主戦場はユニットがないと参加が難しそうだね。\nでもそうなると私達が加わることはできないな。|んー、やっぱり主戦場はユニットがないと参加が難しそうだね。\nでもそうなると私達が加わることはできないな。
